8 0.216589615422E1 1 1.5 1
9 1.5841735109724 2 1.5 1
10 -0.23132705405503 4 2.5 1
11 0.05811691643146 5 0 1
12 -0.5536913720532 5 1.5 1
13 0.48946615909422 5 2 1
14 -0.024275739843501 6 0 1
15 0.062494790501678 6 1 1
16 -0.12175860225246 6 2 1
17 -0.37055685270086 1 3 2
18 -0.016775879700426 1 6 2
19 -0.11960736637987 4 3 2
20 -0.045619362508778 4 6 2
21 0.035612789270346 4 8 2
22 -0.0074427727132052 7 6 2
23 -0.0017395704902432 8 0 2
24 -0.021810121289527 2 7 3
25 0.024332166559236 3 12 3
26 -0.034740133423463 3 16 3
27 0.14338715756878 5 22 4
28 -0.13491969083286 5 24 4
29 -0.023151225053480 6 16 4
30 0.012363125492901 7 24 4
31 0.0021058321972940 8 8 4
32 -0.00033958519026368 10 2 4
33 0.0055993651771592 4 28 5
34 -0.00030335118055646 8 14 6
